UserID,step,sleep,mood,date,quarter
593269,10201,0,0,2020-01-09,Q3
568881,9631,0,10,2020-01-18,Q3
568985,8092,361,0,2020-01-18,Q3
569080,10310,0,0,2020-01-18,Q3
569139,10974,474,6,2020-01-18,Q3
569152,4946,580,0,2020-01-18,Q3
569188,3987,560,9,2020-01-18,Q3
569245,6169,437,0,2020-01-18,Q3
503204,13160,0,0,2020-01-09,Q3
557308,6768,0,0,2020-01-01,Q3
557308,7446,0,0,2020-01-09,Q3
549079,9479,0,0,2020-01-09,Q3
500347,13246,0,0,2020-02-22,Q3
568812,0,0,9,2020-02-10,Q3
580670,9751,525,9,2020-01-04,Q3
580670,3808,247,0,2020-01-05,Q3
580670,3428,771,10,2020-01-06,Q3
580670,3474,540,0,2020-01-07,Q3
580670,4193,552,0,2020-01-08,Q3
580670,4823,619,8,2020-01-09,Q3
580670,4026,501,10,2020-01-10,Q3
580670,1826,648,10,2020-01-11,Q3
580670,6276,373,0,2020-01-12,Q3
580670,3683,564,0,2020-01-13,Q3
580670,1550,495,8,2020-01-14,Q3
580670,0,0,9,2020-01-15,Q3
580670,0,0,10,2020-01-16,Q3
580670,0,0,10,2020-01-17,Q3
580670,0,0,10,2020-01-18,Q3
580670,0,0,8,2020-01-20,Q3
580670,0,0,10,2020-01-22,Q3
546189,6840,0,0,2020-01-09,Q3
569080,6401,0,0,2020-01-01,Q3
569080,5836,0,0,2020-01-09,Q3
540865,8490,0,0,2020-01-09,Q3
500590,10947,0,0,2020-01-09,Q3
507159,11283,0,0,2020-01-01,Q3
563830,5425,489,0,2020-01-01,Q3
572195,7163,349,6,2020-01-01,Q3
510978,9963,518,0,2020-01-01,Q3
581059,10259,272,0,2020-01-01,Q3
543608,12268,346,7,2020-01-01,Q3
536971,6162,359,9,2020-01-01,Q3
567946,9963,306,0,2020-01-01,Q3
539438,5069,483,6,2020-01-01,Q3
505942,7605,276,7,2020-01-01,Q3
540888,13269,490,0,2020-01-01,Q3
531259,6003,439,0,2020-01-01,Q3
571307,7862,332,0,2020-01-01,Q3
533141,4957,512,0,2020-01-01,Q3
578701,4987,300,6,2020-01-01,Q3
586258,5063,0,0,2020-01-01,Q3
536963,4341,441,10,2020-01-01,Q3
553566,7007,83,0,2020-01-01,Q3
547337,8484,409,7,2020-01-01,Q3
599680,4152,479,0,2020-01-01,Q3
500563,6735,323,7,2020-01-01,Q3
541483,14723,549,6,2020-01-01,Q3
585396,4307,600,6,2020-01-01,Q3
569139,2098,436,0,2020-01-01,Q3
563286,0,0,4,2020-01-01,Q3
502506,4292,438,10,2020-01-01,Q3
574233,10644,0,8,2020-01-01,Q3
595473,6882,479,6,2020-01-01,Q3
568607,6736,476,9,2020-01-01,Q3
524858,18875,516,8,2020-01-01,Q3
583550,0,0,8,2020-01-01,Q3
582464,2227,0,8,2020-01-01,Q3
506700,10323,423,6,2020-01-01,Q3
576769,6631,362,5,2020-01-01,Q3
505697,0,0,9,2020-01-01,Q3
586031,10701,0,6,2020-01-01,Q3
582181,0,0,7,2020-01-01,Q3
585305,0,0,9,2020-01-01,Q3
500502,0,0,9,2020-01-01,Q3
567656,9,366,7,2020-01-01,Q3
575889,0,0,8,2020-01-01,Q3
529751,14221,0,7,2020-01-01,Q3
595972,0,0,6,2020-01-01,Q3
500215,0,0,7,2020-01-01,Q3
571781,12,0,8,2020-01-01,Q3
560968,6693,401,8,2020-01-01,Q3
591803,0,0,7,2020-01-01,Q3
526084,15428,324,7,2020-01-01,Q3
508390,0,0,9,2020-01-01,Q3
558594,0,0,9,2020-01-01,Q3
506765,7810,294,8,2020-01-01,Q3
570821,0,0,8,2020-01-01,Q3
568985,1568,451,6,2020-01-01,Q3
547105,0,0,7,2020-01-01,Q3
510441,2340,0,6,2020-01-01,Q3
516575,0,0,5,2020-01-01,Q3
553984,0,0,10,2020-01-01,Q3
577411,28091,289,10,2020-01-01,Q3
591364,2375,556,0,2020-01-01,Q3
591343,5209,315,0,2020-01-01,Q3
549984,18155,360,0,2020-01-01,Q3
543083,6185,0,0,2020-01-01,Q3
534054,6455,381,0,2020-01-01,Q3
500578,14454,337,0,2020-01-01,Q3
556210,6072,0,8,2020-01-01,Q3
587373,4393,531,5,2020-01-01,Q3
558621,3463,478,0,2020-01-01,Q3
596716,8024,321,0,2020-01-01,Q3
582039,8493,395,8,2020-01-01,Q3
558718,9533,397,8,2020-01-01,Q3
569188,5885,489,8,2020-01-01,Q3
596974,2577,509,10,2020-01-01,Q3
516487,14393,466,10,2020-01-01,Q3
515349,9686,235,7,2020-01-01,Q3
558563,10980,421,9,2020-01-01,Q3
529389,8318,353,7,2020-01-01,Q3
547778,7051,499,7,2020-01-01,Q3
524989,3475,480,8,2020-01-01,Q3
506894,6817,374,0,2020-01-01,Q3
509695,5303,401,8,2020-01-01,Q3
581604,3051,447,0,2020-01-01,Q3
583949,14192,466,10,2020-01-01,Q3
545162,9798,326,7,2020-01-01,Q3
524752,5026,0,0,2020-01-01,Q3
516073,9256,352,0,2020-01-01,Q3
535254,1740,583,7,2020-01-01,Q3
565080,4366,329,0,2020-01-01,Q3
574910,486,496,7,2020-01-01,Q3
534496,5971,266,9,2020-01-01,Q3
542331,9315,302,0,2020-01-01,Q3
538599,6915,382,10,2020-01-01,Q3
555143,7398,344,9,2020-01-01,Q3
559411,2243,460,7,2020-01-01,Q3
575522,14073,288,0,2020-01-01,Q3
579105,0,0,8,2020-01-01,Q3
580149,7193,460,7,2020-01-01,Q3
564006,9228,443,0,2020-01-01,Q3
511852,4563,425,0,2020-01-01,Q3
549527,3580,446,10,2020-01-01,Q3
572616,6098,344,8,2020-01-01,Q3
579162,132,464,0,2020-01-01,Q3
539248,17504,504,6,2020-01-01,Q3
559559,6609,607,5,2020-01-01,Q3
520495,10846,242,0,2020-01-01,Q3
562643,6205,352,0,2020-01-01,Q3
503851,4535,650,0,2020-01-01,Q3
520084,14942,399,0,2020-01-01,Q3
519339,8620,282,8,2020-01-01,Q3
571042,16109,382,0,2020-01-01,Q3
559162,17915,516,0,2020-01-01,Q3
511932,14907,358,7,2020-01-01,Q3
593394,5845,359,2,2020-01-01,Q3
526054,18071,321,10,2020-01-01,Q3
521499,5551,468,9,2020-01-01,Q3
524214,6544,354,6,2020-01-01,Q3
548701,4486,361,0,2020-01-01,Q3
507440,10885,424,6,2020-01-01,Q3
578790,7153,361,0,2020-01-01,Q3
595874,12649,282,0,2020-01-01,Q3
590341,4973,370,0,2020-01-01,Q3
594336,1315,333,7,2020-01-01,Q3
510094,5141,533,0,2020-01-01,Q3
560225,4682,449,0,2020-01-01,Q3
555282,7943,353,0,2020-01-01,Q3
500347,652,612,0,2020-01-01,Q3
508610,12030,0,9,2020-01-01,Q3
559442,7832,381,0,2020-01-01,Q3
502376,5594,0,9,2020-01-01,Q3
570990,9639,304,6,2020-01-01,Q3
554726,5885,0,0,2020-01-01,Q3
539861,9742,0,7,2020-01-01,Q3
568390,12887,0,0,2020-01-01,Q3
556005,2136,56,7,2020-01-01,Q3
514868,6532,377,0,2020-01-01,Q3
596220,4502,0,0,2020-01-01,Q3
566570,874,0,7,2020-01-01,Q3
533642,11386,402,9,2020-01-01,Q3
509576,7244,0,8,2020-01-01,Q3
591541,0,0,8,2020-01-01,Q3
597171,17815,282,9,2020-01-01,Q3
518599,4867,476,4,2020-01-01,Q3
557742,13966,368,9,2020-01-01,Q3
595061,3994,0,8,2020-01-01,Q3
506945,7586,0,6,2020-01-01,Q3
569929,0,0,1,2020-01-01,Q3
517652,0,0,7,2020-01-01,Q3
555920,3565,0,9,2020-01-01,Q3
550842,1352,509,7,2020-01-01,Q3
535191,0,0,7,2020-01-01,Q3
589462,0,0,8,2020-01-01,Q3
549722,9882,416,8,2020-01-01,Q3
591158,0,0,8,2020-01-01,Q3
528719,7752,441,9,2020-01-01,Q3
520663,12081,409,9,2020-01-01,Q3
588475,5175,0,0,2020-01-01,Q3
532613,8570,273,0,2020-01-01,Q3
531484,7688,119,0,2020-01-01,Q3
529885,4995,462,0,2020-01-01,Q3
518579,11941,305,3,2020-01-01,Q3
500640,7917,448,7,2020-01-01,Q3
599710,9847,567,9,2020-01-01,Q3
517058,13901,294,9,2020-01-01,Q3
523147,0,0,7,2020-01-01,Q3
507044,16952,0,0,2020-01-01,Q3
549163,11093,510,0,2020-01-01,Q3
511987,4758,0,8,2020-01-01,Q3
508190,7986,0,0,2020-01-01,Q3
597255,14670,365,8,2020-01-01,Q3
518910,14791,377,7,2020-01-01,Q3
558011,7954,361,0,2020-01-01,Q3
508636,4304,299,3,2020-01-01,Q3
514988,8205,0,0,2020-01-01,Q3
551076,0,0,1,2020-01-01,Q3
523513,7478,448,7,2020-01-01,Q3
505637,10038,168,0,2020-01-01,Q3
541198,5952,301,5,2020-01-01,Q3
548458,91,491,10,2020-01-01,Q3
521119,12109,501,7,2020-01-01,Q3
501069,12447,343,8,2020-01-01,Q3
597225,12071,382,0,2020-01-01,Q3
576317,8470,614,8,2020-01-01,Q3
516561,11957,0,7,2020-01-01,Q3
580885,8470,431,9,2020-01-01,Q3
568792,2276,439,0,2020-01-01,Q3
592204,4856,0,8,2020-01-01,Q3
500254,0,0,9,2020-01-01,Q3
599099,6934,0,0,2020-01-01,Q3
537033,7163,0,0,2020-01-01,Q3
561851,3584,496,0,2020-01-01,Q3
597845,11973,603,7,2020-01-01,Q3
519827,5600,0,0,2020-01-01,Q3
506215,1627,0,8,2020-01-01,Q3
510705,10244,305,7,2020-01-01,Q3
571034,1780,0,7,2020-01-01,Q3
588247,8218,0,8,2020-01-01,Q3
518590,3382,419,0,2020-01-01,Q3
539686,0,0,10,2020-01-01,Q3
578721,8,0,0,2020-01-01,Q3
593359,2450,0,0,2020-01-01,Q3
555489,0,0,7,2020-01-01,Q3
537069,5374,81,0,2020-01-01,Q3
582022,3147,0,7,2020-01-01,Q3
555394,11534,271,0,2020-01-01,Q3
583287,6422,0,9,2020-01-01,Q3
536400,0,0,7,2020-01-01,Q3
569012,18228,0,7,2020-01-01,Q3
537834,0,0,7,2020-01-01,Q3
536337,0,0,1,2020-01-01,Q3
513714,10789,356,6,2020-01-01,Q3
530470,0,0,7,2020-01-01,Q3
585686,1907,0,6,2020-01-01,Q3
564249,4613,513,9,2020-01-01,Q3
546643,5563,466,6,2020-01-01,Q3
593983,0,0,9,2020-01-01,Q3
501218,0,0,9,2020-01-01,Q3
582584,0,0,10,2020-01-01,Q3
599205,0,0,8,2020-01-01,Q3
533376,6782,349,7,2020-01-01,Q3
573847,0,0,8,2020-01-01,Q3
527921,6496,0,8,2020-01-01,Q3
596052,8504,200,7,2020-01-01,Q3
536229,22179,451,9,2020-01-01,Q3
589990,0,0,7,2020-01-01,Q3
565591,0,0,7,2020-01-01,Q3
573370,10205,316,7,2020-01-01,Q3
568720,7135,437,7,2020-01-01,Q3
543616,0,0,6,2020-01-01,Q3
505496,12548,336,6,2020-01-01,Q3
562091,0,0,8,2020-01-01,Q3
544419,5927,343,10,2020-01-01,Q3
548039,0,0,10,2020-01-01,Q3
501191,9779,360,0,2020-01-01,Q3
521003,12637,444,0,2020-01-01,Q3
527701,7208,305,0,2020-01-01,Q3
548327,2880,407,0,2020-01-01,Q3
572096,4380,434,0,2020-01-01,Q3
533073,9895,0,0,2020-01-01,Q3
522990,9103,311,0,2020-01-01,Q3
508624,5690,425,0,2020-01-01,Q3
512643,25316,328,4,2020-01-03,Q3
542896,53,0,0,2020-01-01,Q3
547499,18774,455,0,2020-01-01,Q3
534983,12759,159,0,2020-01-01,Q3
573513,4320,391,0,2020-01-01,Q3
514972,4019,0,0,2020-01-01,Q3
597594,29,0,0,2020-01-01,Q3
552625,5740,0,0,2020-01-01,Q3
504774,6596,0,0,2020-01-08,Q3
504780,15280,513,6,2020-01-08,Q3
504819,9659,443,7,2020-01-08,Q3
504829,6524,455,0,2020-01-08,Q3
504869,8112,0,0,2020-01-08,Q3
505004,10358,363,7,2020-01-08,Q3
505100,10070,393,0,2020-01-08,Q3
563056,10811,0,8,2020-01-08,Q3
563111,12415,0,0,2020-01-08,Q3
563208,0,0,7,2020-01-08,Q3
563286,13394,317,8,2020-01-08,Q3
563772,9895,404,7,2020-01-08,Q3
563776,3983,342,0,2020-01-08,Q3
563830,12595,479,7,2020-01-08,Q3
564006,12200,216,6,2020-01-08,Q3
564074,9638,86,5,2020-01-08,Q3
564190,3544,334,0,2020-01-08,Q3
564249,9967,398,9,2020-01-08,Q3
564358,6123,259,8,2020-01-08,Q3
564558,4720,351,0,2020-01-08,Q3
564571,7860,429,0,2020-01-08,Q3
554663,9068,406,7,2020-01-08,Q3
554726,2914,0,0,2020-01-08,Q3
555030,5063,0,0,2020-01-08,Q3
555143,4763,406,8,2020-01-08,Q3
555282,0,0,8,2020-01-08,Q3
555424,10127,400,7,2020-01-08,Q3
555489,666,57,8,2020-01-08,Q3
555560,4378,415,7,2020-01-08,Q3
555831,4428,0,7,2020-01-08,Q3
555843,8155,374,0,2020-01-08,Q3
555875,13876,434,7,2020-01-08,Q3
523135,0,0,6,2020-01-08,Q3
523169,4407,485,6,2020-01-08,Q3
523323,3931,0,0,2020-01-08,Q3
523513,62,381,4,2020-01-08,Q3
523703,12759,363,0,2020-01-08,Q3
523824,5843,346,8,2020-01-08,Q3
523867,8108,326,0,2020-01-08,Q3
523999,12914,245,8,2020-01-08,Q3
524214,0,0,3,2020-01-08,Q3
568582,2194,0,10,2020-01-07,Q3
568597,12241,343,0,2020-01-07,Q3
568607,8566,0,8,2020-01-07,Q3
568712,0,0,5,2020-01-07,Q3
568720,7359,0,0,2020-01-07,Q3
568792,9393,437,0,2020-01-07,Q3
568854,5320,410,0,2020-01-07,Q3
568881,10910,0,5,2020-01-07,Q3
568985,9248,0,0,2020-01-07,Q3
569012,0,0,9,2020-01-07,Q3
569080,5873,0,0,2020-01-07,Q3
569139,11363,365,5,2020-01-07,Q3
569152,5762,0,0,2020-01-07,Q3
569188,6617,484,8,2020-01-07,Q3
569245,5700,366,7,2020-01-07,Q3
549079,8048,420,0,2020-01-07,Q3
549151,6126,420,0,2020-01-07,Q3
549163,8103,231,9,2020-01-07,Q3
549517,8354,497,8,2020-01-07,Q3
549527,9808,322,9,2020-01-07,Q3
549722,8583,380,0,2020-01-07,Q3
549796,0,0,3,2020-01-07,Q3
549984,6138,0,0,2020-01-07,Q3
550598,9990,308,0,2020-01-07,Q3
550841,5449,379,0,2020-01-07,Q3
550842,8242,314,8,2020-01-07,Q3
550920,7424,401,0,2020-01-07,Q3
550959,11516,0,0,2020-01-07,Q3
551062,9074,300,0,2020-01-07,Q3
551076,0,0,7,2020-01-07,Q3
551089,8941,395,0,2020-01-07,Q3
551254,4371,469,9,2020-01-07,Q3
514249,1880,0,0,2020-01-07,Q3
514868,5466,468,6,2020-01-07,Q3
514938,8116,0,0,2020-01-07,Q3
514944,7676,0,0,2020-01-07,Q3
514972,0,0,8,2020-01-07,Q3
514988,9167,0,0,2020-01-07,Q3
515025,5258,388,0,2020-01-07,Q3
515068,6504,358,7,2020-01-07,Q3
